temperature,humidity,lst,ndvi,ndwi,ndbi,built_up,vegetation,temperature_anomaly,built_vegetation_ratio,cooling_potential,heat_pressure
42.78791153741493,79.18330942383136,47.6861458875268,0.6869931604330948,0.0417109681472006,0.5627586092814254,15.516438760764805,64.88195909499319,7.787911537414928,0.235518781983883,0.5091927479432522,19.75253586228179
35.35249213551013,60.51048260224268,35.604011251541465,0.397216778167007,0.1222530301274306,0.3325626883482103,87.00249205494504,57.13915695438455,0.3524921355101327,1.4964525908624096,0.2880034838834883,30.34051327588048
32.49804381080649,53.83244204480797,31.660543977816417,0.0675306630200071,0.0595394698424687,0.0842837743176841,35.5999248947755,39.92929692183445,-2.501956189193507,0.8697907751204027,0.1227803138699694,18.743670169846027
34.16932213752488,61.28528514049068,34.60267480624116,0.8318463263932029,0.6788065429585839,0.5129362404410654,17.51374220747446,72.97380827023726,-0.8306778624751203,0.2367559899511212,0.7852360165160224,12.240834032399976
38.79083424006926,58.348583711937394,40.60413875043283,0.422007614021142,0.0167623856893384,0.3243883244306728,87.78679973441616,32.79007852164907,3.790834240069259,2.5980052007920538,0.2704464843850706,31.94013695268562
33.44194228149791,66.38392884680148,36.45521247836519,0.7276486615871196,0.3099586955806162,0.4199729377080707,17.906479787327374,24.612440167599573,-1.5580577185020914,0.6991321275971023,0.6116703258391292,13.528479037534144
33.698011212829954,45.7989600468859,30.266637800966908,0.105206074090253,0.6203272404905416,0.1433836466796655,50.81559879726047,85.17164722394331,-1.3019887871700462,0.5897020706265558,0.2984062178040538,19.85903750930879
36.00992545779398,54.44444804427382,37.37513807349914,0.6513975939166723,0.6653729746680862,0.5417605454730018,26.43383485702444,21.47207605198516,1.0099254577939831,1.1762969649922173,0.6640166138934047,16.449900872329827
31.48272308794189,50.37948573721389,32.39447380674461,0.6614827091491419,0.0688969323709581,0.2134192306978781,94.01149817133354,21.679913943467728,-3.517276912058108,4.145143513580692,0.423547207029439,27.183388118296502
40.93076393578205,38.9829561763121,41.03527355315065,0.1105597818478299,0.4166608129035811,0.6532206419788458,58.34908259687919,47.84595677861607,5.930763935782053,1.1945529670210786,0.2329850303828931,31.2483394932585
36.94601110104826,60.98834683907919,35.84245717591253,0.14833654277231,0.3382266043195679,0.8443622986081882,13.39557772931802,79.9452624192797,1.9460111010482637,0.1654893359901867,0.2770743292299384,23.361091071442683
43.00942820838412,52.49317429320383,44.66815340893474,0.6138968080347054,0.1570229911974683,0.6138141030784017,91.63117584288108,84.4598734377231,8.009428208384115,1.0722128661898285,0.4238138063371826,35.66287031374304
34.292311998776164,62.41045279424108,37.7041845904549,0.5536461575133893,0.0988564803612046,0.2188368717825887,32.79217451701327,50.34581774330654,-0.7076880012238362,0.6386532722285463,0.4290524640993817,16.64957641710023
36.74928361090731,59.63249518898446,36.59099502920074,0.2820364255699495,0.370958410851163,0.7433835735322027,51.24970389524581,34.37771435656711,1.7492836109073124,1.4486437246540886,0.3292596747020728,28.43441946598882
32.36654124322983,62.69628130145939,32.93960298684932,0.2895066989642786,0.2144908145457254,0.7257598063891998,10.77334540886596,47.516824519436746,-2.6334587567701675,0.2220538033059018,0.3272779183334188,19.31120178180791
38.03020156289106,45.64346558956292,37.96324672246684,0.7077439094531386,0.2382880892799817,0.7609758635993893,67.47663844030583,26.35132039137972,3.030201562891058,2.467034039847392,0.5286561340155719,29.81857676276696
38.33464842114779,68.55902261629294,37.86346640852745,0.7866132867706859,0.0942033869728754,0.157198024019099,40.74161707157864,16.268796586181,3.33464842114779,2.359262086866046,0.5594873710826954,17.159809076311674
43.78582547316015,40.38206042994038,45.7800871126926,0.215001691068922,0.3162176331870106,0.5172596668888144,66.39667933594035,8.729892511343206,8.785825473160152,6.823988986366955,0.257469625261516,31.876519769952328
37.78338102039073,51.64801026442222,40.27490830011386,0.3169027166694925,0.0887768157852931,0.8489357169528525,81.7128450215231,69.46270558514301,2.783381020390728,1.1596609063327277,0.2350618297157603,37.35779436940437
31.87828259001487,65.08860551804096,34.93668956492686,0.3197652604526016,0.1133461046425495,0.7835156798160657,44.02803881491445,32.256334152596736,-3.1217174099851306,1.3238993393827394,0.2818349488494114,26.79198269058165
34.76431261091365,20.0,33.784196829307696,0.720523979990914,0.4684533209474066,0.0583534196843196,70.68642556850557,38.85126996339009,-0.2356873890863511,1.773755908743752,0.6021639587102648,19.288015818906
31.6586225651596,53.75341641056958,30.150980655167345,0.586925978703751,0.5700707454881329,0.483891111644475,14.480332137542314,53.74679993073302,-3.3413774348404037,0.2644964117695131,0.6086964787311481,12.772924653151463
40.7251204764648,44.92564948092922,43.89062595521416,0.3040694362088933,0.1950501441805254,0.3646973578318901,65.71834760691956,73.60409672715859,5.725120476464795,0.880894622278775,0.275238357372574,28.70040716857589
37.05200756751163,29.605647787069216,37.94048957287384,0.3684042343636022,0.2607562520874261,0.2366896893053836,21.077236819648547,55.66543414355058,2.0520075675116303,0.3719593282609212,0.3781921794247406,16.075458110711928
31.593261577534665,65.16812979296361,32.143717492538194,0.6930516361547574,0.4169758769130706,0.0730406544857981,36.47854541618881,59.34784582359833,-3.4067384224653345,0.6044713762081677,0.6044451993505868,11.983592160721338
42.4225514352198,43.0121199002462,43.39934397412969,0.248706886994566,2.150319176769111e-05,0.2215257060145883,55.91846767618258,13.836546952553114,7.422551435219802,3.7689677965505295,0.1933121154780873,26.93524869432772
43.514462182285165,51.2696331072468,46.43865463554364,0.4871442528622778,0.5721137185492657,0.5180613903510797,22.160265981489204,76.61543320990314,8.514462182285165,0.2855136545016632,0.5417604013006572,19.62373185027273
40.25010328957679,49.56338587895301,43.18579440164132,0.2474590953615217,0.2621837703657069,0.4632476059891505,79.80705073169187,26.064057647087083,5.250103289576792,2.9488206008267035,0.2473235375949332,32.67267930551469
39.98501426410888,38.09848796635292,41.20674537266368,0.1838856257894248,0.0417321277412613,0.2348349923846505,26.25558097147032,89.90689947986152,4.985014264108884,0.2888183528609583,0.1965954328245629,20.59350575941331
33.79089092311352,52.90615557767239,34.749814442507905,0.3449657366918361,0.278505992112199,0.6598452420201254,67.39462119277319,78.52457297766098,-1.2091090768864774,0.8474691365108595,0.3231366184559882,29.57402860114617
36.89394449820313,58.26149309769584,36.48521114354711,0.5758827857361029,0.6374240020500952,0.6623263987984789,63.409504991702775,30.175025072514877,1.8939444982031333,2.033984089642548,0.5733473670649875,26.367620654421387
